book,reviewer_name,star_rating,date,likes,relevance_score,segment_tag,review_text
No More Mr. Nice Guy – Robert Glover,Paul,5,,11,6,General / Dating Struggle,Second read: 7/1/18 This is one of those foundational books that I read at a time when I really needed to find myself. Five years later it still offers up some great insight that grounds me. I've been feeling detached from myself as a man and needed to read this to realign my thinking properly. The core of this book is about letting go of the desire for people to accept you and to just be you without any strings attached to others. To do things that you want to do and not to do things for the acceptance or attention of others. Great book that I highly recommend to any young man trying to figure out who he is. First read: 9/5/13 Will be reading this again at some point. A little bit repetitive at times though. Helping me become the man I want to be.
No More Mr. Nice Guy – Robert Glover,Milena,1,,7,6,Nice Guy / Approval-Seeking Pattern,"I deliberately stopped reading this and left the reading group for it. The points in here can be summarized as “respect and prioritize your own needs and boundaries” and “stand up for yourself.” This book does have the decent point that sometimes that means prioritizing your needs over those of others, which is a valid and useful thing for “nice guys” to hear, but much like so much of Jordan Peterson’s advice, the sensible basic concepts are couched in so much awful, poorly contextualized, needlessly gendered boomer bullshit that it’s actively harmful. This book isn’t about men vs women, it’s about general emotional intelligence and self-preservation in the face of those that may take advantage of kindness, as well as breaking out of the “transactional relationship” mindset. That’s it. Instead, we get endless anecdotal conjecture with absolutely no logic to back it up outside of wildly problematic perspectives on things like anti-war protests and feminism. For example, the author posits that the American youth of the Vietnam War era simply “didn’t understand” why the conflict couldn’t be resolved without guns and violence because they were too detached from their masculinity after being raised by women. There were SO MANY REASONS to be against the Vietnam war, from the new level of journalistic coverage to the civilian casualties to the questionable reasons for the Americans being there in the first place (for starters), but the author reduces it to “after all of the men died in WW2 and FEMINISM became a thing, too many men of the time were just super pussified, bro. We’ve gotta get back to our ROOTS.” Even if you’re able to set aside the questionable logic and flagrant misogyny and closed-mindedness that the book pushes, what little value that the book has is still questionable because while some more timid and emotionally mixed up man may benefit, someone who’s already an asshole could read it and use the logic within to justify being a selfish prick with no regard for rules or the needs of others. I stopped after chapter 6 because chapter 7 is “success strategies for intimate relationships.” No way in hell am I going to subject myself to intimacy advice from this blowhard. This book is toxic garbage and has its head completely up its own ass. There are better ways to do this."
No More Mr. Nice Guy – Robert Glover,Kenny Bell,1,,6,6,Nice Guy / Approval-Seeking Pattern,"This book was extremely tedious. Some of the stories were pointless. I guess for an self-help book there was no surprise that some of the advice he gives is blatantly obvious. A lot of his reasoning behind why some nice guys become nice, because they start out at a young age as baby that they were once abandoned and thought that they were a problem for their parents so they said let me be good and they will show me love this time. I thought this idea was extremely foolish in un-profound. Freud had a better hypothesis on the Oedipus complex of the male loving their mother as a sex parnter until the dad separates them making the father an essential being in their lives. But of course thats another subject. I hate to ramble on other things why i hated this books Overall what i got from the book was this: YOU CANT BE AFRAID TO SPEAK WHATS ON YOUR MIND SAY IT ALOUD! THE MOST PEOPLE CAN DO IS JUST GET MAD AND YELL BACK AT YOU. YOU CANT GO THROUGH LIFE THINKING IT'S A SMOOTH RIDE, NO! LIFE IS DISPICABLE AND ITS GOING O HIT YOU HARD! HARD AND HARD.YOU GOTTA BE READY TO TAKE THE PUNCH AND FIGHT BACK! Damn christian beliefs i was raised to not say whats on my mind, Just be humble,Kenny , yeah yeah just be humble! Turn the other cheek what they dont know is that its goo d to people humble. But dont get made when your wife walks all over you, becuase your humble.NO you need to speak up! Tell her you love her but this needs to stop if she is hurting you. Comrpomise what can we do together!. I hated this book!"
No More Mr. Nice Guy – Robert Glover,Aaron Culley,1,,32,5,Nice Guy / Approval-Seeking Pattern,"Compared to the numerous other self help books I have read, this is up there as being the worst, repetitive nonsense about being ""abandon"" when we are children, I wasn't (no I'm not in denial). No finished this book, only up to page 32, feels a chore to get through, avoid buying this book, look for better alternatives. A quick quote from the book, ""all nice guys have shame and fear about being sexual and about being sexual beings"", am a nice guy and I don't have fear or shame, far from it, this book isn't about nice guys, it's more about people who are highly religious.... Pathetic attempt at a shelf help book"
No More Mr. Nice Guy – Robert Glover,Victoriano,5,,16,5,Nice Guy / Approval-Seeking Pattern,"I'm going to be completely honest and say that I had a slight aversion to the title of this book. The use of the term 'Nice Guy' in common discourse is usually an irritating (if not downright dangerous) misnomer for self-righteous, one-dimensional men. These men are usually moralistic and entitled 'victims', waiting for someone to tell them that it's alright to be ineffective and destructive because they've earned it as their personal experience suggests that being accommodating is unrewarding. Robert Glover has met these people, too, and even admits to being one before writing this book. He most consistently refers to the topic of 'toxic shame' that brings about an overwhelming urge to be accommodating. What follows is a systematic explanation on the destructive effects of men being ashamed to be genuine about their needs, with very concrete (albeit anecdotal) examples and relevant action points. If you're very sensitive to gender politics, I have to advise you that this book extrapolates on the societal and parental climate around the Nice Guy phenomenon. But let's be clear: this book has nothing to do with exerting power over people of either gender; it is all about taking responsibility for every aspect of your own life. In saying that, I got the most insight from this book because I didn't see it as a political statement: I saw it as a compassionate attempt at counselling people from a person who has learned from his own mistakes. And I, for one, am really grateful for the help."
No More Mr. Nice Guy – Robert Glover,Alexandru,5,,9,5,Nice Guy / Approval-Seeking Pattern,"Helped me view myself for what I was at that moment: a perfect, pure Nice Guy. Found a lot of hurting truths for me along the way, but also found a lot of solutions to help fix that and break free of the Nice Guy Sindrome which posessed me. I am now on my way to getting my needs met, being authentic and getting what I want in love and life. I reccomend it to anyone (male or female) who desires to get a better sense of him/herself and understand those around."
No More Mr. Nice Guy – Robert Glover,Srivatsan Sridharan,5,,8,5,Nice Guy / Approval-Seeking Pattern,"Like many psychology/self-help books out there, No More Mr. Nice Guy has a fat layer of ""this is going to change your life"" marketing fluff. But if you are patient enough to work through it, the book has a lot of substance. Substance that can blow your mind. The reason it blew my mind is that the book is extremely relatable and targeted at folks like me - ""the nice guys"", who seem to be programmed to please people, who are afraid to make mistakes, and beat themselves up if they do. The author approaches the book like a therapist talking about the psychological underpinnings of ""nice guys"" (some of these are insightful, others are just plain amusing) and strategies to overcome common pitfalls (again, some of these are insightful, others are just plain amusing). It's like an older friend, or a relative, telling you - ""Look buddy. Don't be a wuss"". You don't agree with everything they say - they give you terrible analogies and say controversial things. But you understand that the spirit of what they're trying to convey. So you listen to them, and pick the piece of advice that you think is valuable for you, and ignore the rest. I do think that the book has been somewhat transformational for me - it didn't give me ""a concrete thing"", but it made me more cognizant about the moments where (i) I refrain from doing something because I'm afraid of making a mistake, (ii) There is something that I hate, but I commit to doing it just because I want to please some people, (iii) Overcommitting and under-delivering, (iv) Beating myself up for making a mistake etc. We'll see if this increased self-awareness amounts to anything. Maybe I'll write a book about that some day."
No More Mr. Nice Guy – Robert Glover,Dr. Appu Sasidharan (Dasfill),3,,124,4,Nice Guy / Approval-Seeking Pattern,"Nice guys are those people who go the extra mile to please others. The author is perfectly describing a cycle that nice guys go through in their life. They will try hard to please others, but the opposite person will try to utilize the nice guy and ultimately hurts them deeply. Still, they won’t respond and tries to be nice. They won’t respond even if they understand that the opposite person is misbehaving. Finally, they will reach a point where there will be a severe outburst from the nice guy. Then this cycle repeats. If you are an empath, you will understand clearly what I mentioned above, and this book will definitely help you. You will understand so many intricate details about your life, which will immensely help you in your life. The problem with this book is that in some areas that you will strongly disagree with the author. The author ludicrously describes feminism and women. It will hurt your feelings if you are a woman or a man who respects women. The author should have mentioned this topic in a much more careful manner. This book is a must-read book if you consider yourself a nice guy or if you are an empath or if you have personality disorders like borderline personality disorder or dependent personality disorder."
No More Mr. Nice Guy – Robert Glover,Петър Стойков,3,,11,4,Nice Guy / Approval-Seeking Pattern,"Синдромът ""Nice guy"" е добре известен и у нас, макар май да няма име на нашия език. Това са тоя тип мъже (главно младежи), които нямат успех с жените, въпреки (или по-скоро именно поради) всичките си старания да са добри. Характерно за тях е, че нямат подход към нежния пол - не им идва отвътре да са самоуверени. Те много се стараят, прекалено премислят нещата, и много силно се опитват да се сприятелят с жените - дотолкова, че самата жена, обект на ""ухажването"" им не го възприема като такова, а почва да ги възприема просто като приятели. Това положение на нещата разбира се води до постоянни разочарования и натрупване вътрешен гняв за тия мъже, така че всъщност те не са особено ""добри"" като характер и таят осъзнато или не, презрение към жените. Така че те хем поставят жените на пиадестал и се стремят всячески да им угаждат (а коя жена иска мъж изтривалка?), хем вътрешно негодуват срещу това и ненавиждат жените, че не им дават това, което смятат, че заслужават (т.е. любов и секс). Причините за нарастващия брой такива мъже са комплексни, но добрата новина е, че тоя синдром се лекува. За целта обаче е нужна малко ""сурова любов"", т.е. някой да ти каже нещата право ти куме в очи и без да ги захаросва. Цялата red pill философия е насочена към това. Настоящият автор на тази книга обаче е психолог и терапевт, а те не са от хората, които казват нещата право ти куме в очи, даже съвсем обратното. Поради това той в цялата книга се върти около простите, но неудобни истини, без да има смелостта да ги каже, залива ни с психологичен жаргон и прави нещата много по-сложни, отколкото е нужно да бъдат, и при това доста по-трудно разбираеми и ултимативно - по-малко ефективни. Понякога всеки има нужда от един силен шут в гъза, който да го стресне и да го насочи в правилната посока. Тази книга правилно идентифицира грешната посока и проблемите в мисленето и вижданията за света и отношенията между половете, които водят до нея, но според мен не осигурява достатъчно силен шут."
No More Mr. Nice Guy – Robert Glover,Suhaib,4,,10,4,Nice Guy / Approval-Seeking Pattern,"This book is the perfect practical follow-up to Robert Bly's Iron John: A Book About Men . This is because Bly explains the initiation journey of men in the poetic story of the Wild Man, which might seem far-fetched and difficult to put into practice at times. Glover here, on the other hand, presents practical steps for modern man to take on this journey and the psychological implications behind the Nice Guy phenomenon. In other words, in Iron John , man may be left wondering sometimes and asking, What to do? How in the world does stealing the key from under the mother's pillow look like in real life? In No More Mr. Nice Guy , however, the misty masculine path Bly once paved becomes suddenly clear with Glover's scientific straightforward step-by-step approach. Here's what struck me most after reading: increased self-awareness and self-knowledge. Recommended for guys who can't seem to make it in the world and wonder why because they have always been so Nice! (Read: Fake!)"
No More Mr. Nice Guy – Robert Glover,Giedrius Padriezas,4,,6,4,Nice Guy / Approval-Seeking Pattern,"It is for men. Actually for all men who feel that something is not right in their life. This book puts plenty of men to the 'Nice Guys' category and really does not draw a line. Not an elite book as it is quite one dimensional, but there is bunch of things to like. By putting an emphasis on assertiveness, integrity and following your own desires, it portrays a proper road towards happier and more fulfilling life without resentment and doubt. Will pick up one or few advice and look into myself through that lense. One particular I liked - set aside a time to travel by yourself into an environment, where you have no particular reason to keep your 'mistake-less' image. Just notice yourself. Will try to do that as the circumstances luckily allow me to do that."
No More Mr. Nice Guy – Robert Glover,Федор Кривов,3,,4,4,General / Dating Struggle,"Славные парни находят привлекательными людей и ситуации, которые требуют исправления. Это поведение часто исходит из детства: из потребности казаться хорошим, из стремления получить одобрение. К сожалению, этот подход почти наверняка гарантирует, что славный парень будет проводить большую часть времени, туша пожары и устраняя различные кризисы. Не так уж редки случаи, когда славные парни строят отношения, в которых партнер – это «проект», «алмаз», требующий огранки. Когда эти «проекты» не поддаются огранке, как ожидалось, славные парни склонны обвинять своих партнеров в том, что те стоят на пути к их счастью. Парадигма, которой пользуется славный парень, такова: • Если я смогу скрыть свои недостатки и стану тем, кем меня хотят видеть окружающие, • то я буду любим, мои потребности будут удовлетворены, а жизнь станет беспроблемной. Запишите, какой страх управляет вашей жизнью. Решив ему не поддаваться, повторяйте про себя: «Я справлюсь. Что бы ни случилось, я со всем справлюсь». Повторяйте эту мантру, пока не начнете действовать и не перестанете чувствовать страх. Границы необходимы для выживания. Установление границ позволяет славным парням больше не чувствовать себя беспомощными жертвами и возвращает их личную силу. Определение границ – одно из важных умений, которому я обучаю славных парней, желающих исцелиться. Со временем они узнают, что смысл границ заключается не в том, чтобы изменить других людей, а в том, чтобы измениться самим. Если кто-то пересекает их границу, это проблема не другого человека, а их собственная. Прежде чем устанавливать границы, вы должны понять, как далеко вы отступаете от своей линии, стараясь избегать конфликтов и сохранять мир. Проследите за собой в течение следующей недели. Говорите ли вы «да», когда хотелось бы сказать «нет»? Соглашаетесь ли сделать что-то, чтобы избежать конфликта? Решаете ли не делать чего-то, чтобы не огорчить окружающих? Позволяете ли недопустимые ситуации, надеясь, что все пройдет само? Запишите свои наблюдения и обсудите с заслуживающим доверия человеком. Нас тянет к людям, в которых можно найти худшие качества наших родителей. Вместо того чтобы винить подругу за собственный неосознанный выбор, разберитесь, как она помогает вам воссоздавать привычные с детства модели поведения. Поделитесь этим с ней. Секс, нацеленный только на удовольствие партнера, гарантирует повторение того, что сработало в прошлый раз. Славные парни практически исключают возможность пережить страстные, взаимные, неожиданные и по-настоящему интимные ощущения в постели – вряд ли это рецепт хорошего секса! Здоровая мастурбация – это процесс высвобождения сексуальной энергии. У нее нет ни цели, ни мотива. Она не направлена на получение оргазма. Она не требует внешней стимуляции в виде порнографии и не использует погружение в фантазии, чтобы отвлечься от страха и стыда. В основе хорошего секса – двое людей, каждый из которых берет полную ответственность за удовлетворение своих потребностей. У такого секса нет цели, он не запланирован, никто от него ничего не ожидает. Никто не гонится за эффектностью, главное – высвободить сексуальную энергию. Два человека раскрывают себя самым близким и незащищенным образом. Хороший секс начинается с внимания двух людей к своему удовольствию, страсти и возбуждению, и при этом они не теряют связи друг с другом. Все это позволяет хорошему сексу быть непредсказуемым, спонтанным и запоминающимся. Закройте глаза. Вдыхайте глубоко, выдыхайте медленно. Не думайте ни о чем. Когда вы расслабитесь, представьте, что вы живете в изобильном мире. В этом мире нет никаких ограничений. Перед вами постоянно находится множество хороших вещей. Представьте благополучие, о каком вы только мечтали: машина, дом, друзья, любовь, радость, благосостояние, успех, умиротворение, интересные и сложные задачи. Представьте, что вы живете в окружении всего этого изобилия. Представляйте эти картины несколько раз в день, пока вы в них не поверите. Раскройте объятия, сердце и разум. Не мешайте этому случиться с вами. Список правил. 1. Если вас что-то пугает, сделайте это. 2. Не соглашайтесь на малое. Согласившись на малое, вы получите малое. 3. Ставьте себя на первое место. 4. Что бы ни случилось, вы со всем справитесь. 5. Что бы вы ни делали, делайте на все сто. 6. Делая то же, что и всегда, вы получите привычный результат. 7. Вы – единственный человек, отвечающий за ваши потребности, желания и счастье. 8. Просите о том, чего хотите. 9. Если то, что вы делаете, не работает, поступите иначе. 10. Выражайтесь прямо и ясно. 11. Научитесь говорить «нет». 12. Не ищите оправданий. 13. Если вы взрослый, вам достаточно лет, чтобы устанавливать свои правила. 14. Позвольте людям помочь вам. 15. Будьте честны с собой. 16. Не позволяйте себя обижать. Никому. Никогда. 17. Вместо того чтобы ждать, пока ситуация улучшится, просто выйдите из нее. 18. Не допускайте того, что считаете недопустимым, – никогда. 19. Перестаньте жаловаться. Жертвы не достигают успеха. 20. Живите целостно. Решите, что кажется вам правильным, и затем поступайте именно так. 21. Примите последствия своих действий. 22. Заботьтесь о себе. 23. Мыслите категориями изобилия. 24. Встречайте сложности и конфликты лицом к лицу. 25. Не делайте ничего втайне от других. 26. Делайте, не откладывая. 27. Приготовьтесь отказаться от того, что у вас есть, чтобы получить желаемое. 28. Получайте удовольствие. Если то, что вы делаете, вас не радует, что-то идет не так. 29. Позвольте себе проиграть. Нет ошибок, но есть опыт, на котором можно учиться. 30. Держать все под контролем невозможно. Расслабьтесь. Пусть будет то, что будет."
